close_id,fund_id,fund_name,partner_id,close_number,scheduled_close_date,close_status,total_committed_aum
3e01e9a0-0c61-43a4-b552-596c911364a5,6575aaa1-368a-445f-a688-d988b1fa19c3,Kingsley Real Estate Fund 2024,85581e80-3fa0-46ac-9438-85df07abd128,1,2025-10-05,completed,175890000
ebc54a56-a06d-48c1-8132-d8a7d0c17958,6575aaa1-368a-445f-a688-d988b1fa19c3,Kingsley Real Estate Fund 2024,85581e80-3fa0-46ac-9438-85df07abd128,2,2026-03-06,completed,253220000
077da5ec-d2b8-45f2-937d-fed0441dcf82,6575aaa1-368a-445f-a688-d988b1fa19c3,Kingsley Real Estate Fund 2024,85581e80-3fa0-46ac-9438-85df07abd128,3,2026-06-19,upcoming,413560000
02b54555-e5e7-4389-8f1e-985b3f08deff,afe4afbe-51c1-47b1-b1a0-239d23ef285a,Ashford Private Equity Fund 2023,329b3776-ad36-4f85-b9df-772610528241,1,2024-01-27,completed,312370000
1a645f29-22eb-4bff-b4e4-1ad070be1ce4,afe4afbe-51c1-47b1-b1a0-239d23ef285a,Ashford Private Equity Fund 2023,329b3776-ad36-4f85-b9df-772610528241,2,2024-07-21,completed,472960000
f626cc3b-5dc4-413b-b090-ac978b19bf68,afe4afbe-51c1-47b1-b1a0-239d23ef285a,Ashford Private Equity Fund 2023,329b3776-ad36-4f85-b9df-772610528241,3,2024-10-27,completed,98240000
5c8cc49b-3ef7-4ac5-8eb2-c7cfdcbbeae2,a6a839dd-85b5-4db6-a242-2442edb95e31,Foxmore Income Fund 2026,009d2e3a-fdcd-4ffa-8915-fb8f9cff49e4,1,2025-06-11,completed,44680000
1abbf146-f11f-4060-9854-556b3699744b,a6a839dd-85b5-4db6-a242-2442edb95e31,Foxmore Income Fund 2026,009d2e3a-fdcd-4ffa-8915-fb8f9cff49e4,2,2025-10-01,completed,147740000
b560b52c-17fe-44a5-b327-69bbe0fe0014,0440e69c-c4c6-435d-8923-fa0d5f31022c,Norbury Private Equity Fund 2025,b7499d6b-07f6-4eb5-b249-734839ce7d36,1,2025-11-08,upcoming,250680000
fbbb0a78-108b-4455-93a6-9a35731a31d2,0440e69c-c4c6-435d-8923-fa0d5f31022c,Norbury Private Equity Fund 2025,b7499d6b-07f6-4eb5-b249-734839ce7d36,2,2027-03-30,upcoming,150120000
213d4a1d-f4f8-40b5-aada-f36a12d41ce2,7779c77e-84ad-44a7-95fb-e688594e77e5,Kingsley Private Equity Fund 2024,85581e80-3fa0-46ac-9438-85df07abd128,1,2023-09-17,completed,466200000
34b852ff-3e39-4c71-9292-ac4f4c30c6b6,7779c77e-84ad-44a7-95fb-e688594e77e5,Kingsley Private Equity Fund 2024,85581e80-3fa0-46ac-9438-85df07abd128,2,2024-02-14,completed,176620000
2516910d-ef1a-4853-8d59-d6fd54895b51,7779c77e-84ad-44a7-95fb-e688594e77e5,Kingsley Private Equity Fund 2024,85581e80-3fa0-46ac-9438-85df07abd128,3,2024-07-09,completed,370170000
1f3e6131-657a-44ed-9210-0621d39524e6,7779c77e-84ad-44a7-95fb-e688594e77e5,Kingsley Private Equity Fund 2024,85581e80-3fa0-46ac-9438-85df07abd128,4,2024-10-09,completed,149300000
b4371193-e2f3-47de-b23a-9143f1322f57,a8ec2190-f3b0-427d-82c7-2977f302d8a5,Thornton Income Fund 2023,646321a5-ccbc-445a-8c04-c797aa3a8200,1,2026-01-27,completed,436540000
ae82b9c1-4597-4147-839b-af7215064e75,a8ec2190-f3b0-427d-82c7-2977f302d8a5,Thornton Income Fund 2023,646321a5-ccbc-445a-8c04-c797aa3a8200,2,2026-05-26,upcoming,171260000
debfe297-13eb-4d99-a199-023b06221d73,0a3a72ef-030d-4b41-aedc-178eaee1702d,Clearwater Infrastructure Fund 2023,7c6b66c1-9890-42a4-9fb7-761c8049ade4,1,2023-08-28,completed,329600000
563ea326-2726-431a-a5ae-13d2d1e40ac5,0a3a72ef-030d-4b41-aedc-178eaee1702d,Clearwater Infrastructure Fund 2023,7c6b66c1-9890-42a4-9fb7-761c8049ade4,2,2024-01-06,completed,245640000
7277e361-45d5-4d78-b9bd-5175214265c6,0a3a72ef-030d-4b41-aedc-178eaee1702d,Clearwater Infrastructure Fund 2023,7c6b66c1-9890-42a4-9fb7-761c8049ade4,3,2024-06-29,completed,349950000
4a8f54d3-dfc6-42d7-9a2e-2f701b37431d,2a53ade1-df9f-494c-8838-d08144801635,Ashford Credit Fund 2024,329b3776-ad36-4f85-b9df-772610528241,1,2024-08-03,completed,231710000
b380b523-b27f-4f2d-8db9-105e9749be80,2a53ade1-df9f-494c-8838-d08144801635,Ashford Credit Fund 2024,329b3776-ad36-4f85-b9df-772610528241,2,2025-01-12,completed,70320000
09c11c5b-f623-4ebd-87d5-9062f0b47d95,2a53ade1-df9f-494c-8838-d08144801635,Ashford Credit Fund 2024,329b3776-ad36-4f85-b9df-772610528241,3,2025-05-21,completed,90010000
df768179-c51e-4971-a759-131e80823a9a,5f3cb3b0-8d34-47d6-98a4-feee9d22c7e5,Stirling Real Estate Fund 2024,7461962f-aa90-4a34-a23e-6960a8b5104a,1,2026-11-15,upcoming,386030000
8efda1e3-3d06-4eb2-8c2d-7b5fea05791b,5f3cb3b0-8d34-47d6-98a4-feee9d22c7e5,Stirling Real Estate Fund 2024,7461962f-aa90-4a34-a23e-6960a8b5104a,2,2027-02-19,upcoming,478330000
298c62da-ec75-4274-8144-c87682f18d1d,32e59506-b608-4c27-9ccf-218bdf9f3df0,Brockton Buyout Fund 2022,6ec4d299-dd92-4489-90d5-b8fbde704fee,1,2023-12-31,completed,357350000
0ee36495-cd14-4336-8ca0-a36e5917d1ab,32e59506-b608-4c27-9ccf-218bdf9f3df0,Brockton Buyout Fund 2022,6ec4d299-dd92-4489-90d5-b8fbde704fee,2,2024-05-05,completed,95230000
8d5974b0-9ad8-4ccc-be3f-f91cb6a8f219,e03d1331-80f8-4475-a210-68ce1585b389,Hadley Growth Fund 2026 II,4c0360ad-cd78-4635-b3d9-b151eb23663d,1,2024-05-26,completed,347970000
5c247ccf-0389-4d4e-a0cb-fb751142e00c,e03d1331-80f8-4475-a210-68ce1585b389,Hadley Growth Fund 2026 II,4c0360ad-cd78-4635-b3d9-b151eb23663d,2,2024-11-17,completed,398260000
8f6aa7dc-7c0f-4d86-8bfa-3f104d60f185,e03d1331-80f8-4475-a210-68ce1585b389,Hadley Growth Fund 2026 II,4c0360ad-cd78-4635-b3d9-b151eb23663d,3,2025-03-07,completed,122760000
2f0fbacc-7f71-4cd9-8a3b-50bbdb4684f3,e03d1331-80f8-4475-a210-68ce1585b389,Hadley Growth Fund 2026 II,4c0360ad-cd78-4635-b3d9-b151eb23663d,4,2025-06-10,completed,496920000
6a238134-0589-4d2a-928f-9c887d2f713b,ce322096-c56b-42f5-ad62-74acbe75200d,Cavendish Growth Fund 2025,fccd4c9b-212a-40e2-855c-9633c65670f0,1,2026-04-20,upcoming,106550000
9f5b903a-cb28-4804-babc-bda06e34f933,ce322096-c56b-42f5-ad62-74acbe75200d,Cavendish Growth Fund 2025,fccd4c9b-212a-40e2-855c-9633c65670f0,2,2026-10-17,cancelled,161890000
90e90687-5d4e-484b-8a2d-a5424810a90c,10abfa0c-219f-4c81-af81-04ee181ef17b,Meridian Income Fund 2023,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,1,2025-11-27,completed,189590000
4aa3322f-88cb-4567-b517-145278ddaf54,10abfa0c-219f-4c81-af81-04ee181ef17b,Meridian Income Fund 2023,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,2,2026-05-05,upcoming,65140000
dccd873b-a935-401f-ac4c-768ba95bf67d,54488cfb-6eef-4fc5-bf00-1ab2a9835c85,Aldgate Credit Fund 2025,8bfe2d7b-041a-46e4-9c7f-648868307de5,1,2024-07-12,completed,465880000
84030e4b-4b6d-4bd8-8cac-689343414314,54488cfb-6eef-4fc5-bf00-1ab2a9835c85,Aldgate Credit Fund 2025,8bfe2d7b-041a-46e4-9c7f-648868307de5,2,2024-10-28,completed,474160000
275a6757-573b-464c-992a-f13fc05fb314,54488cfb-6eef-4fc5-bf00-1ab2a9835c85,Aldgate Credit Fund 2025,8bfe2d7b-041a-46e4-9c7f-648868307de5,3,2025-03-07,completed,82250000
ad7fff65-1918-4295-b7e7-12c5822b9b84,7b3b1ce5-6b50-4a22-a30d-946553291145,Hadley Credit Fund 2023,4c0360ad-cd78-4635-b3d9-b151eb23663d,1,2024-01-12,completed,168980000
b75bf32d-ab67-449a-b2d4-f8ede17c65a5,7b3b1ce5-6b50-4a22-a30d-946553291145,Hadley Credit Fund 2023,4c0360ad-cd78-4635-b3d9-b151eb23663d,2,2024-07-10,completed,151300000
9b098b90-2932-487a-aa2e-d1bb97237a38,7b3b1ce5-6b50-4a22-a30d-946553291145,Hadley Credit Fund 2023,4c0360ad-cd78-4635-b3d9-b151eb23663d,3,2024-11-14,completed,484950000
7305f6b4-0bf6-4bcf-a8b5-3718573b4ba4,7b3b1ce5-6b50-4a22-a30d-946553291145,Hadley Credit Fund 2023,4c0360ad-cd78-4635-b3d9-b151eb23663d,4,2025-04-26,completed,335110000
08e888df-cee6-4978-b33c-473447dacd84,4a5fb0f8-6a8c-4222-9442-23710454f0ea,Granville Private Equity Fund 2022,00ce42a4-8b51-4cdd-9ca3-9bff9a87b056,1,2024-09-28,completed,453910000
fe43552e-d490-4501-8b3d-0e1c3e9826f2,4a5fb0f8-6a8c-4222-9442-23710454f0ea,Granville Private Equity Fund 2022,00ce42a4-8b51-4cdd-9ca3-9bff9a87b056,2,2025-02-21,completed,172650000
c9e0832e-3bfc-4a65-bf1d-b2f8057dda36,4a5fb0f8-6a8c-4222-9442-23710454f0ea,Granville Private Equity Fund 2022,00ce42a4-8b51-4cdd-9ca3-9bff9a87b056,3,2025-06-05,completed,367160000
f0a3c8a9-23d5-4215-82bd-c7cc17feb551,4a5fb0f8-6a8c-4222-9442-23710454f0ea,Granville Private Equity Fund 2022,00ce42a4-8b51-4cdd-9ca3-9bff9a87b056,4,2025-09-08,completed,74010000
ebe104b0-016f-4bdd-8562-a1e853591e9e,385db320-192a-4b75-9f0a-5284d8084d29,Hadley Venture Fund 2023,4c0360ad-cd78-4635-b3d9-b151eb23663d,1,2025-07-09,completed,157500000
b07c9906-e939-41d1-ab2a-1a0a1662935c,385db320-192a-4b75-9f0a-5284d8084d29,Hadley Venture Fund 2023,4c0360ad-cd78-4635-b3d9-b151eb23663d,2,2025-11-27,completed,310670000
a0b9d7a6-e4e6-4092-8c50-0484bcb1e759,11d8e747-3ee4-4bc0-9884-21ad0eb3ee02,Pemberton Private Equity Fund 2022,b8fb60b7-8a2d-43e1-85a1-a006783875e5,1,2026-01-20,completed,181910000
92899637-a26a-4fcb-a992-550c53a275ab,11d8e747-3ee4-4bc0-9884-21ad0eb3ee02,Pemberton Private Equity Fund 2022,b8fb60b7-8a2d-43e1-85a1-a006783875e5,2,2026-05-31,upcoming,293800000
6a446bc1-cae0-400b-8405-e8e6e49fb5e5,11d8e747-3ee4-4bc0-9884-21ad0eb3ee02,Pemberton Private Equity Fund 2022,b8fb60b7-8a2d-43e1-85a1-a006783875e5,3,2026-09-26,upcoming,101880000
1e2e575a-33ca-42f4-9c61-5e480ee05f09,5014a9ea-2a1a-468c-a0c9-458b0c68e0f4,Aldgate Buyout Fund 2022,8bfe2d7b-041a-46e4-9c7f-648868307de5,1,2025-11-09,completed,425480000
f7205bcb-a966-4873-a47c-335699cf4edc,5014a9ea-2a1a-468c-a0c9-458b0c68e0f4,Aldgate Buyout Fund 2022,8bfe2d7b-041a-46e4-9c7f-648868307de5,2,2026-02-10,upcoming,200240000
56c5b0a1-7a6c-4bfb-b245-08976ccbf016,5014a9ea-2a1a-468c-a0c9-458b0c68e0f4,Aldgate Buyout Fund 2022,8bfe2d7b-041a-46e4-9c7f-648868307de5,3,2026-10-03,upcoming,471980000
a251dc6f-7ff1-453c-9c5b-9fdd0665d352,5014a9ea-2a1a-468c-a0c9-458b0c68e0f4,Aldgate Buyout Fund 2022,8bfe2d7b-041a-46e4-9c7f-648868307de5,4,2026-01-19,upcoming,187970000
a0e45fa8-dcbd-41b6-bc5c-77610e2134d9,d7bb0561-c3c4-48d4-9fcf-6fa99501aa0c,Cavendish Private Equity Fund 2026,fccd4c9b-212a-40e2-855c-9633c65670f0,1,2025-12-18,completed,145900000
ac458c9b-4004-4625-b563-fe4887c8a4c0,d7bb0561-c3c4-48d4-9fcf-6fa99501aa0c,Cavendish Private Equity Fund 2026,fccd4c9b-212a-40e2-855c-9633c65670f0,2,2026-05-01,upcoming,282710000
389d65a4-4967-4852-8e0b-779b6e7166ab,22694820-eee1-46e3-8dc6-b32b595d184b,Cavendish Venture Fund 2024,fccd4c9b-212a-40e2-855c-9633c65670f0,1,2024-03-06,completed,444460000
af9f119c-a101-4609-bf49-f2a488607f5d,22694820-eee1-46e3-8dc6-b32b595d184b,Cavendish Venture Fund 2024,fccd4c9b-212a-40e2-855c-9633c65670f0,2,2024-07-27,completed,402820000
bb59569d-df82-4c1f-b849-bc031852c3a6,22694820-eee1-46e3-8dc6-b32b595d184b,Cavendish Venture Fund 2024,fccd4c9b-212a-40e2-855c-9633c65670f0,3,2024-11-30,completed,86080000
b738c319-c400-4370-a7cd-2cdcd4eeb33c,22694820-eee1-46e3-8dc6-b32b595d184b,Cavendish Venture Fund 2024,fccd4c9b-212a-40e2-855c-9633c65670f0,4,2025-04-23,completed,365660000
7050aff4-d8fc-4aa3-a0f0-5c8fbb0d522e,188eadfa-bcaa-43f3-b892-705ac74b1b8f,Clearwater Private Equity Fund 2024,7c6b66c1-9890-42a4-9fb7-761c8049ade4,1,2024-12-04,completed,418580000
2b5a75fd-8dc9-4b8e-8821-6a6924331732,188eadfa-bcaa-43f3-b892-705ac74b1b8f,Clearwater Private Equity Fund 2024,7c6b66c1-9890-42a4-9fb7-761c8049ade4,2,2025-05-19,completed,47610000
2f93140b-267b-4088-b7ba-b0ced5bd7030,899375ad-644b-4fe7-80a3-448a1f25964e,Thornton Credit Fund 2023,646321a5-ccbc-445a-8c04-c797aa3a8200,1,2023-08-05,completed,239930000
d8175c37-d5f4-457e-860f-138fdbd4fea1,899375ad-644b-4fe7-80a3-448a1f25964e,Thornton Credit Fund 2023,646321a5-ccbc-445a-8c04-c797aa3a8200,2,2024-01-09,completed,493390000
8f525df6-b237-477b-b908-6ab3bd30adb3,899375ad-644b-4fe7-80a3-448a1f25964e,Thornton Credit Fund 2023,646321a5-ccbc-445a-8c04-c797aa3a8200,3,2024-04-16,completed,466910000
36ca04cf-331b-4f3f-8081-a2706eab399d,f388ef70-fccc-4ac0-9bd2-b2e541304685,Hadley Growth Fund 2024,4c0360ad-cd78-4635-b3d9-b151eb23663d,1,2024-03-06,completed,48780000
a7a1c358-c281-40ba-9191-3037e9a94848,f388ef70-fccc-4ac0-9bd2-b2e541304685,Hadley Growth Fund 2024,4c0360ad-cd78-4635-b3d9-b151eb23663d,2,2024-07-26,completed,321210000
6a48ea5f-44f3-4c0a-bf01-3eb80e6d1bc7,f388ef70-fccc-4ac0-9bd2-b2e541304685,Hadley Growth Fund 2024,4c0360ad-cd78-4635-b3d9-b151eb23663d,3,2024-11-27,completed,210180000
c4d99fbf-85e8-47e2-997c-717350a52a5a,3175248d-acad-454c-b596-21dfd208542b,Meridian Buyout Fund 2025,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,1,2025-10-04,completed,356570000
9152bb48-9ec8-43c8-8b7d-03c72fff9c59,3175248d-acad-454c-b596-21dfd208542b,Meridian Buyout Fund 2025,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,2,2026-01-19,completed,103630000
f7ed023f-0dc5-4ee5-aceb-37ad1100af9d,3175248d-acad-454c-b596-21dfd208542b,Meridian Buyout Fund 2025,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,3,2026-06-06,upcoming,412290000
2132a1dd-b09a-4836-ba32-ea157e61720d,6c5d5c6c-f5d8-4643-ae04-7646c9e2f8d1,Cavendish Credit Fund 2023,fccd4c9b-212a-40e2-855c-9633c65670f0,1,2025-01-25,completed,155440000
8dd886bc-2a14-46a7-9dfb-74ab8d68c96f,6c5d5c6c-f5d8-4643-ae04-7646c9e2f8d1,Cavendish Credit Fund 2023,fccd4c9b-212a-40e2-855c-9633c65670f0,2,2025-07-05,completed,371230000
b44f1df6-631c-4497-a817-106d4f716993,6c5d5c6c-f5d8-4643-ae04-7646c9e2f8d1,Cavendish Credit Fund 2023,fccd4c9b-212a-40e2-855c-9633c65670f0,3,2025-10-31,completed,18290000
f45842b9-ee06-4886-84d7-e82366c5097d,6c5d5c6c-f5d8-4643-ae04-7646c9e2f8d1,Cavendish Credit Fund 2023,fccd4c9b-212a-40e2-855c-9633c65670f0,4,2026-01-29,completed,81240000
bb31fc7d-2f7e-44f4-a95c-3f99bd15de73,73a1ace9-84df-4bb3-8c15-56b41a9349ad,Aldgate Infrastructure Fund 2026,8bfe2d7b-041a-46e4-9c7f-648868307de5,1,2024-05-14,completed,417950000
0b5e99a2-91c7-4dc5-b060-d7ff1cc2a006,73a1ace9-84df-4bb3-8c15-56b41a9349ad,Aldgate Infrastructure Fund 2026,8bfe2d7b-041a-46e4-9c7f-648868307de5,2,2024-10-11,completed,66470000
c3fac58e-e162-4f36-a5a6-375f0c2f309a,73a1ace9-84df-4bb3-8c15-56b41a9349ad,Aldgate Infrastructure Fund 2026,8bfe2d7b-041a-46e4-9c7f-648868307de5,3,2025-04-04,completed,446880000
4a0a99b0-d7ed-48f9-9dde-22cb7140bd12,73a1ace9-84df-4bb3-8c15-56b41a9349ad,Aldgate Infrastructure Fund 2026,8bfe2d7b-041a-46e4-9c7f-648868307de5,4,2025-08-25,completed,93790000
581e5b49-57fd-4b41-8239-4f87367a817c,72e76c0a-5366-4400-8e95-c374a3f64c31,Aldgate Private Equity Fund 2022,8bfe2d7b-041a-46e4-9c7f-648868307de5,1,2025-09-21,completed,126150000
e3ba808d-25bf-4e5a-95ac-20cc28efcc14,72e76c0a-5366-4400-8e95-c374a3f64c31,Aldgate Private Equity Fund 2022,8bfe2d7b-041a-46e4-9c7f-648868307de5,2,2026-01-04,completed,383540000
9666e530-e135-44f1-af97-489e69bca2ad,72e76c0a-5366-4400-8e95-c374a3f64c31,Aldgate Private Equity Fund 2022,8bfe2d7b-041a-46e4-9c7f-648868307de5,3,2026-01-02,upcoming,292630000
ecd012cc-c922-4538-999f-3ee361d47640,72e76c0a-5366-4400-8e95-c374a3f64c31,Aldgate Private Equity Fund 2022,8bfe2d7b-041a-46e4-9c7f-648868307de5,4,2026-11-15,upcoming,344530000
ca95b524-199e-4343-a28b-b9e2246c4b15,241d0405-9bcf-4f29-abcb-4b0ed9d19318,Norbury Buyout Fund 2023,b7499d6b-07f6-4eb5-b249-734839ce7d36,1,2026-09-24,upcoming,13680000
9ff9d997-98a3-42c8-a6ec-2801861c75fd,241d0405-9bcf-4f29-abcb-4b0ed9d19318,Norbury Buyout Fund 2023,b7499d6b-07f6-4eb5-b249-734839ce7d36,2,2025-12-22,upcoming,233220000
65918cc9-285b-407b-a88d-59f4b11668e7,375b52e9-bdb3-47b9-9e90-41adcba95288,Clearwater Buyout Fund 2024,7c6b66c1-9890-42a4-9fb7-761c8049ade4,1,2023-06-30,completed,181910000
fcd35939-6588-4717-b11e-8de873b03d39,375b52e9-bdb3-47b9-9e90-41adcba95288,Clearwater Buyout Fund 2024,7c6b66c1-9890-42a4-9fb7-761c8049ade4,2,2023-10-04,completed,139970000
2745fac7-7266-45cd-8cdb-5047564c66fa,82694c30-610b-4923-9eb1-9f2a70ce6730,Hadley Venture Fund 2023 II,4c0360ad-cd78-4635-b3d9-b151eb23663d,1,2024-10-20,completed,456490000
bf4f2ee2-2156-42f9-a576-1b9f6f9a1aa0,82694c30-610b-4923-9eb1-9f2a70ce6730,Hadley Venture Fund 2023 II,4c0360ad-cd78-4635-b3d9-b151eb23663d,2,2025-03-04,completed,29110000
b757c4e6-05fa-4c7b-a8df-f8cadd79443f,82694c30-610b-4923-9eb1-9f2a70ce6730,Hadley Venture Fund 2023 II,4c0360ad-cd78-4635-b3d9-b151eb23663d,3,2025-07-09,completed,267160000
4ebbf28e-08c0-4951-b167-8bd567e03adb,82694c30-610b-4923-9eb1-9f2a70ce6730,Hadley Venture Fund 2023 II,4c0360ad-cd78-4635-b3d9-b151eb23663d,4,2025-10-16,completed,259360000
3d2b04c2-4097-44b5-8935-5020476b94b9,32f63081-e17a-4443-9a11-b70193056d4f,Granville Venture Fund 2026,00ce42a4-8b51-4cdd-9ca3-9bff9a87b056,1,2024-08-29,completed,383520000
72998b03-50d6-491c-b9a3-893ed73fba44,32f63081-e17a-4443-9a11-b70193056d4f,Granville Venture Fund 2026,00ce42a4-8b51-4cdd-9ca3-9bff9a87b056,2,2025-02-11,completed,377550000
c6bbda55-3122-4efc-9f4f-3686368a5dc8,91500b79-ac35-416c-a9a7-a16f8c199545,Pemberton Infrastructure Fund 2026,b8fb60b7-8a2d-43e1-85a1-a006783875e5,1,2023-06-11,completed,436860000
0096869d-a785-445d-964c-284f04b2521e,91500b79-ac35-416c-a9a7-a16f8c199545,Pemberton Infrastructure Fund 2026,b8fb60b7-8a2d-43e1-85a1-a006783875e5,2,2023-12-05,completed,400940000
ed1e226f-0095-42ce-beeb-52c738a36900,91500b79-ac35-416c-a9a7-a16f8c199545,Pemberton Infrastructure Fund 2026,b8fb60b7-8a2d-43e1-85a1-a006783875e5,3,2024-04-07,completed,344290000
5dcdaac3-933b-4bdc-b54e-6cb9b299eeab,89797c7d-bb6f-4394-9358-83e50662be21,Stirling Growth Fund 2022,7461962f-aa90-4a34-a23e-6960a8b5104a,1,2026-01-19,completed,52440000
f6a96e1a-5923-42ba-9f01-d2ecc3256a02,89797c7d-bb6f-4394-9358-83e50662be21,Stirling Growth Fund 2022,7461962f-aa90-4a34-a23e-6960a8b5104a,2,2025-11-06,upcoming,261490000
fb15fdc0-8f43-4f48-8bfa-07d9582e6137,89797c7d-bb6f-4394-9358-83e50662be21,Stirling Growth Fund 2022,7461962f-aa90-4a34-a23e-6960a8b5104a,3,2026-11-16,upcoming,460850000
e4ab939a-d38f-4dc8-8ea3-4c7a79284c00,d19c84b0-4c2e-49ab-94e4-05a5834e5194,Hadley Growth Fund 2025,4c0360ad-cd78-4635-b3d9-b151eb23663d,1,2026-05-23,upcoming,416630000
39a53046-1b71-46ca-be27-f92079bbd4f6,d19c84b0-4c2e-49ab-94e4-05a5834e5194,Hadley Growth Fund 2025,4c0360ad-cd78-4635-b3d9-b151eb23663d,2,2026-10-31,upcoming,265200000
00207052-e833-4cbf-9434-1802da2aa1f2,8f1a4f96-18b8-4339-bab7-e4bf274e29aa,Stirling Buyout Fund 2022,7461962f-aa90-4a34-a23e-6960a8b5104a,1,2025-12-13,completed,277800000
42319a6d-60c1-4404-8d65-1fc0718034d9,8f1a4f96-18b8-4339-bab7-e4bf274e29aa,Stirling Buyout Fund 2022,7461962f-aa90-4a34-a23e-6960a8b5104a,2,2026-03-27,completed,211590000
782f9c17-40db-48f9-b2d4-6feb6f8dca3c,8f1a4f96-18b8-4339-bab7-e4bf274e29aa,Stirling Buyout Fund 2022,7461962f-aa90-4a34-a23e-6960a8b5104a,3,2025-10-06,upcoming,242360000
713006dc-e5a4-4990-8448-fdae3dc47d95,8f1a4f96-18b8-4339-bab7-e4bf274e29aa,Stirling Buyout Fund 2022,7461962f-aa90-4a34-a23e-6960a8b5104a,4,2026-01-23,upcoming,445410000
d381fb54-3dcb-4c53-85d7-43df7b0e5afc,1a3fbac8-e2ea-4d2f-ac1d-38eb1784fc79,Clearwater Private Equity Fund 2022,7c6b66c1-9890-42a4-9fb7-761c8049ade4,1,2026-07-18,upcoming,356400000
9e88b6ec-e7be-4a61-8824-ed26115a9d3b,1a3fbac8-e2ea-4d2f-ac1d-38eb1784fc79,Clearwater Private Equity Fund 2022,7c6b66c1-9890-42a4-9fb7-761c8049ade4,2,2025-11-03,upcoming,429120000
0b0ec5ba-2348-495a-86a2-e35b78897814,1a3fbac8-e2ea-4d2f-ac1d-38eb1784fc79,Clearwater Private Equity Fund 2022,7c6b66c1-9890-42a4-9fb7-761c8049ade4,3,2027-02-04,upcoming,108870000
a57c5cca-9fbb-4cde-88b0-528dcb92d6ab,1a3fbac8-e2ea-4d2f-ac1d-38eb1784fc79,Clearwater Private Equity Fund 2022,7c6b66c1-9890-42a4-9fb7-761c8049ade4,4,2027-05-15,upcoming,60300000
50bdcd6a-ef7d-498b-b36b-74d6fe8a4d18,9e6c9fc3-ef59-4f10-a46f-eb597ba4e306,Brockton Growth Fund 2025,6ec4d299-dd92-4489-90d5-b8fbde704fee,1,2024-08-20,completed,379880000
4c988f2b-6a2b-4bb8-83f1-39852acae20e,9e6c9fc3-ef59-4f10-a46f-eb597ba4e306,Brockton Growth Fund 2025,6ec4d299-dd92-4489-90d5-b8fbde704fee,2,2024-11-23,completed,102190000
